fromId,toId,type,source
cs_2026.early_return:polygraph-viz:src/client/ui/toolbar.ts:installToolbar:guard,af:polygraph-viz:src/client/ui/toolbar.ts:installToolbar:guard,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/client/views/chord.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/client/views/chord.ts,file:polygraph-viz:src/client/views/chord.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/client/views/chord.ts,fn:polygraph-viz:src/client/views/chord.ts:renderChord,DECLARES,sig-build/inventory.mts:79
cs_2026.fn:polygraph-viz:src/client/views/chord.ts:renderChord,fn:polygraph-viz:src/client/views/chord.ts:renderChord,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/client/views/force.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/client/views/force.ts,file:polygraph-viz:src/client/views/force.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/client/views/force.ts,fn:polygraph-viz:src/client/views/force.ts:renderForce,DECLARES,sig-build/inventory.mts:72
cs_2026.fn:polygraph-viz:src/client/views/force.ts:renderForce,fn:polygraph-viz:src/client/views/force.ts:renderForce,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/client/views/force.ts:renderForce,af:polygraph-viz:src/client/views/force.ts:renderForce:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/client/views/force.ts:renderForce:guard,af:polygraph-viz:src/client/views/force.ts:renderForce:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/client/views/force.ts:renderForce,af:polygraph-viz:src/client/views/force.ts:renderForce:guard-2,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/client/views/force.ts:renderForce:guard-2,af:polygraph-viz:src/client/views/force.ts:renderForce:guard-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/client/views/force.ts:renderForce,af:polygraph-viz:src/client/views/force.ts:renderForce:guard-3,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/client/views/force.ts:renderForce:guard-3,af:polygraph-viz:src/client/views/force.ts:renderForce:guard-3,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/client/views/sankey.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/client/views/sankey.ts,file:polygraph-viz:src/client/views/sankey.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/client/views/sankey.ts,fn:polygraph-viz:src/client/views/sankey.ts:renderSankey,DECLARES,sig-build/inventory.mts:434
cs_2026.fn:polygraph-viz:src/client/views/sankey.ts:renderSankey,fn:polygraph-viz:src/client/views/sankey.ts:renderSankey,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/client/views/types.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/client/views/types.ts,file:polygraph-viz:src/client/views/types.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/graph-api.ts,file:polygraph-viz:src/graph-api.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:computeStats,DECLARES,sig-build/inventory.mts:17
cs_2026.fn:polygraph-viz:src/graph-api.ts:computeStats,fn:polygraph-viz:src/graph-api.ts:computeStats,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:computeDegrees,DECLARES,sig-build/inventory.mts:49
cs_2026.fn:polygraph-viz:src/graph-api.ts:computeDegrees,fn:polygraph-viz:src/graph-api.ts:computeDegrees,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:searchNodes,DECLARES,sig-build/inventory.mts:62
cs_2026.fn:polygraph-viz:src/graph-api.ts:searchNodes,fn:polygraph-viz:src/graph-api.ts:searchNodes,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/graph-api.ts:searchNodes,af:polygraph-viz:src/graph-api.ts:searchNodes:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/graph-api.ts:searchNodes:guard,af:polygraph-viz:src/graph-api.ts:searchNodes:guard,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:filterByLabels,DECLARES,sig-build/inventory.mts:76
cs_2026.fn:polygraph-viz:src/graph-api.ts:filterByLabels,fn:polygraph-viz:src/graph-api.ts:filterByLabels,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:filterByRelTypes,DECLARES,sig-build/inventory.mts:88
cs_2026.fn:polygraph-viz:src/graph-api.ts:filterByRelTypes,fn:polygraph-viz:src/graph-api.ts:filterByRelTypes,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:exportGraph,DECLARES,sig-build/inventory.mts:102
cs_2026.fn:polygraph-viz:src/graph-api.ts:exportGraph,fn:polygraph-viz:src/graph-api.ts:exportGraph,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:connectGraph,DECLARES,sig-build/inventory.mts:154
cs_2026.fn:polygraph-viz:src/graph-api.ts:connectGraph,fn:polygraph-viz:src/graph-api.ts:connectGraph,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/graph-api.ts,fn:polygraph-viz:src/graph-api.ts:buildDemoGraph,DECLARES,sig-build/inventory.mts:165
cs_2026.fn:polygraph-viz:src/graph-api.ts:buildDemoGraph,fn:polygraph-viz:src/graph-api.ts:buildDemoGraph,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/index.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/index.ts,file:polygraph-viz:src/index.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/middleware.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/middleware.ts,file:polygraph-viz:src/middleware.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/middleware.ts,fn:polygraph-viz:src/middleware.ts:vizMiddleware,DECLARES,sig-build/inventory.mts:9
cs_2026.fn:polygraph-viz:src/middleware.ts:vizMiddleware,fn:polygraph-viz:src/middleware.ts:vizMiddleware,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/answerer.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/nl/answerer.ts,file:polygraph-viz:src/nl/answerer.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/answerer.ts,fn:polygraph-viz:src/nl/answerer.ts:buildAnswerContext,DECLARES,sig-build/inventory.mts:40
cs_2026.fn:polygraph-viz:src/nl/answerer.ts:buildAnswerContext,fn:polygraph-viz:src/nl/answerer.ts:buildAnswerContext,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/answerer.ts,fn:polygraph-viz:src/nl/answerer.ts:buildAnswerMessages,DECLARES,sig-build/inventory.mts:177
cs_2026.fn:polygraph-viz:src/nl/answerer.ts:buildAnswerMessages,fn:polygraph-viz:src/nl/answerer.ts:buildAnswerMessages,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/answerer.ts,fn:polygraph-viz:src/nl/answerer.ts:answerOnce,DECLARES,sig-build/inventory.mts:196
cs_2026.fn:polygraph-viz:src/nl/answerer.ts:answerOnce,fn:polygraph-viz:src/nl/answerer.ts:answerOnce,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/answerer.ts:answerOnce,co:polygraph-viz:src/nl/answerer.ts:answerOnce:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/answerer.ts:answerOnce:sdk,co:polygraph-viz:src/nl/answerer.ts:answerOnce:sdk,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/answerer.ts,fn:polygraph-viz:src/nl/answerer.ts:answerStream,DECLARES,sig-build/inventory.mts:218
cs_2026.fn:polygraph-viz:src/nl/answerer.ts:answerStream,fn:polygraph-viz:src/nl/answerer.ts:answerStream,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/answerer.ts:answerStream,co:polygraph-viz:src/nl/answerer.ts:answerStream:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/answerer.ts:answerStream:sdk,co:polygraph-viz:src/nl/answerer.ts:answerStream:sdk,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/bedrock.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/nl/bedrock.ts,file:polygraph-viz:src/nl/bedrock.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/bedrock.ts,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.describe,DECLARES,sig-build/inventory.mts:81
cs_2026.fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.describe,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.describe,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/bedrock.ts,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.embed,DECLARES,sig-build/inventory.mts:89
cs_2026.fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.embed,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.embed,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.embed,co:polygraph-viz:src/nl/bedrock.ts:BedrockClient.embed:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/bedrock.ts:BedrockClient.embed:sdk,co:polygraph-viz:src/nl/bedrock.ts:BedrockClient.embed:sdk,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/bedrock.ts,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chat,DECLARES,sig-build/inventory.mts:110
cs_2026.fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chat,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chat,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chat,co:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chat:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chat:sdk,co:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chat:sdk,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/bedrock.ts,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream,DECLARES,sig-build/inventory.mts:146
cs_2026.fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream,fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream,co:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:sdk,co:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:sdk,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream,af:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:guard,af:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream,af:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:try,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:try,af:polygraph-viz:src/nl/bedrock.ts:BedrockClient.chatStream:try,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/nl/embed-cache.ts,file:polygraph-viz:src/nl/embed-cache.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:computeSnapshotHash,DECLARES,sig-build/inventory.mts:58
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:computeSnapshotHash,fn:polygraph-viz:src/nl/embed-cache.ts:computeSnapshotHash,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:nodeSummaryText,DECLARES,sig-build/inventory.mts:75
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:nodeSummaryText,fn:polygraph-viz:src/nl/embed-cache.ts:nodeSummaryText,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk,DECLARES,sig-build/inventory.mts:126
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk,af:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:guard,af:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:fs,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:fs,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:fs,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk,af:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:try,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:try,af:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:try,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:fs-2,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:fs-2,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.loadFromDisk:fs-2,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.saveToDisk,DECLARES,sig-build/inventory.mts:143
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.saveToDisk,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.saveToDisk,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.saveToDisk,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.saveToDisk:fs,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.saveToDisk:fs,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.saveToDisk:fs,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.size,DECLARES,sig-build/inventory.mts:154
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.size,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.size,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.getAll,DECLARES,sig-build/inventory.mts:158
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.getAll,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.getAll,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.has,DECLARES,sig-build/inventory.mts:162
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.has,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.has,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build,DECLARES,sig-build/inventory.mts:171
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build:sdk,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build:sdk,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build:sdk,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build:sdk-2,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.sdk_call:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build:sdk-2,co:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.build:sdk-2,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.isStale,DECLARES,sig-build/inventory.mts:203
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.isStale,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.isStale,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/embed-cache.ts,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.searchByEmbedding,DECLARES,sig-build/inventory.mts:215
cs_2026.fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.searchByEmbedding,fn:polygraph-viz:src/nl/embed-cache.ts:EmbedCache.searchByEmbedding,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/kb.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/nl/kb.ts,file:polygraph-viz:src/nl/kb.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/kb.ts,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load,DECLARES,sig-build/inventory.mts:47
cs_2026.fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load,af:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:guard,af:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load,co:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:fs,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:fs,co:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:fs,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load,af:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:try,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:try,af:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:try,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load,co:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:fs-2,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:fs-2,co:polygraph-viz:src/nl/kb.ts:KnowledgeBase.load:fs-2,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/kb.ts,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.save,DECLARES,sig-build/inventory.mts:57
cs_2026.fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.save,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.save,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.save,co:polygraph-viz:src/nl/kb.ts:KnowledgeBase.save:fs,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/kb.ts:KnowledgeBase.save:fs,co:polygraph-viz:src/nl/kb.ts:KnowledgeBase.save:fs,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/kb.ts,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.size,DECLARES,sig-build/inventory.mts:62
cs_2026.fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.size,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.size,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/kb.ts,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.add,DECLARES,sig-build/inventory.mts:66
cs_2026.fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.add,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.add,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/kb.ts,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.search,DECLARES,sig-build/inventory.mts:81
cs_2026.fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.search,fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.search,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/kb.ts:KnowledgeBase.search,af:polygraph-viz:src/nl/kb.ts:KnowledgeBase.search:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/kb.ts:KnowledgeBase.search:guard,af:polygraph-viz:src/nl/kb.ts:KnowledgeBase.search:guard,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/lexicon.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/nl/lexicon.ts,file:polygraph-viz:src/nl/lexicon.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/lexicon.ts,fn:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand,DECLARES,sig-build/inventory.mts:63
cs_2026.fn:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand,fn:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand,af:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand:guard,af:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand:guard,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand,af:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand:guard-2,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand:guard-2,af:polygraph-viz:src/nl/lexicon.ts:Lexicon.expand:guard-2,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/lexicon.ts,fn:polygraph-viz:src/nl/lexicon.ts:loadLexicon,DECLARES,sig-build/inventory.mts:83
cs_2026.fn:polygraph-viz:src/nl/lexicon.ts:loadLexicon,fn:polygraph-viz:src/nl/lexicon.ts:loadLexicon,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/lexicon.ts:loadLexicon,co:polygraph-viz:src/nl/lexicon.ts:loadLexicon:fs,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/lexicon.ts:loadLexicon:fs,co:polygraph-viz:src/nl/lexicon.ts:loadLexicon:fs,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/lexicon.ts:loadLexicon,af:polygraph-viz:src/nl/lexicon.ts:loadLexicon:try,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.try_catch:polygraph-viz:src/nl/lexicon.ts:loadLexicon:try,af:polygraph-viz:src/nl/lexicon.ts:loadLexicon:try,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/lexicon.ts:loadLexicon,co:polygraph-viz:src/nl/lexicon.ts:loadLexicon:fs-2,EMITS_CALLOUT,sig-build/inventory.mts
cs_2026.fs_call:polygraph-viz:src/nl/lexicon.ts:loadLexicon:fs-2,co:polygraph-viz:src/nl/lexicon.ts:loadLexicon:fs-2,REALIZES_FORM,sig-build/inventory.mts
fn:polygraph-viz:src/nl/lexicon.ts:loadLexicon,af:polygraph-viz:src/nl/lexicon.ts:loadLexicon:guard,HAS_ALT_FLOW,sig-build/inventory.mts
cs_2026.early_return:polygraph-viz:src/nl/lexicon.ts:loadLexicon:guard,af:polygraph-viz:src/nl/lexicon.ts:loadLexicon:guard,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/ranker.ts,repo:polygraph-viz,LIVES_IN,sig-build/inventory.mts
cs_2026.file:polygraph-viz:src/nl/ranker.ts,file:polygraph-viz:src/nl/ranker.ts,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/ranker.ts,fn:polygraph-viz:src/nl/ranker.ts:computeSchemaFingerprint,DECLARES,sig-build/inventory.mts:36
cs_2026.fn:polygraph-viz:src/nl/ranker.ts:computeSchemaFingerprint,fn:polygraph-viz:src/nl/ranker.ts:computeSchemaFingerprint,REALIZES_FORM,sig-build/inventory.mts
file:polygraph-viz:src/nl/ranker.ts,fn:polygraph-viz:src/nl/ranker.ts:rankWithLlm,DECLARES,sig-build/inventory.mts:120
